"Year","OSHPD ID","Facility Name","County Name","ER Service Level Desc","Type","Count"
2017,106010739,"ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS","ALAMEDA","BASIC","ED_Visit",37974
2018,106010739,"ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS","ALAMEDA","BASIC","ED_Admit",5345
2018,106010739,"ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS","ALAMEDA","BASIC","ED_Visit",35522
2013,106010776,"CHILDRENS HOSPITAL AND RESEARCH CENTER AT OAKLAND","ALAMEDA","BASIC","ED_Admit",7017
2013,106010776,"CHILDRENS HOSPITAL AND RESEARCH CENTER AT OAKLAND","ALAMEDA","BASIC","ED_Visit",38211
2014,106010776,"CHILDRENS HOSPITAL AND RESEARCH CENTER AT OAKLAND","ALAMEDA","BASIC","ED_Admit",7152
2014,106010776,"CHILDRENS HOSPITAL AND RESEARCH CENTER AT OAKLAND","ALAMEDA","BASIC","ED_Visit",37139
2015,106010776,"CHILDRENS HOSPITAL AND RESEARCH CENTER AT OAKLAND","ALAMEDA","BASIC","ED_Admit",6929
2015,106010776,"CHILDRENS HOSPITAL AND RESEARCH CENTER AT OAKLAND","ALAMEDA","BASIC","ED_Visit",39610
2016,106010776,"CHILDRENS HOSPITAL AND RESEARCH CENTER AT OAKLAND","ALAMEDA","BASIC","ED_Admit",5980
2016,106010776,"CHILDRENS HOSPITAL AND RESEARCH CENTER AT OAKLAND","ALAMEDA","BASIC","ED_Visit",39031
2017,106010776,"CHILDRENS HOSPITAL AND RESEARCH CENTER AT OAKLAND","ALAMEDA","BASIC","ED_Admit",5910
2017,106010776,"CHILDRENS HOSPITAL AND RESEARCH CENTER AT OAKLAND","ALAMEDA","BASIC","ED_Visit",38201
2018,106010776,"UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND","ALAMEDA","BASIC","ED_Admit",5250
2018,106010776,"UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND","ALAMEDA","BASIC","ED_Visit",37289
2014,106010844,"ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS","ALAMEDA","NOT APPLICABLE","ED_Admit",1
2014,106010844,"ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS","ALAMEDA","NOT APPLICABLE","ED_Visit",0
2013,106010846,"HIGHLAND HOSPITAL","ALAMEDA","BASIC","ED_Admit",8338
2013,106010846,"HIGHLAND HOSPITAL","ALAMEDA","BASIC","ED_Visit",72496
2014,106010846,"HIGHLAND HOSPITAL","ALAMEDA","BASIC","ED_Admit",8457
2014,106010846,"HIGHLAND HOSPITAL","ALAMEDA","BASIC","ED_Visit",66257
2015,106010846,"HIGHLAND HOSPITAL","ALAMEDA","BASIC","ED_Admit",7937
2015,106010846,"HIGHLAND HOSPITAL","ALAMEDA","BASIC","ED_Visit",65757
2016,106010846,"HIGHLAND HOSPITAL","ALAMEDA","BASIC","ED_Admit",7662
2016,106010846,"HIGHLAND HOSPITAL","ALAMEDA","BASIC","ED_Visit",61887
2017,106010846,"HIGHLAND HOSPITAL","ALAMEDA","BASIC","ED_Admit",7306
2017,106010846,"HIGHLAND HOSPITAL","ALAMEDA","BASIC","ED_Visit",58329
2018,106010846,"HIGHLAND HOSPITAL","ALAMEDA","BASIC","ED_Admit",7997
2018,106010846,"HIGHLAND HOSPITAL","ALAMEDA","BASIC","ED_Visit",54791
2013,106010856,"KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS","ALAMEDA","BASIC","ED_Admit",8587
2013,106010856,"KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS","ALAMEDA","BASIC","ED_Visit",85460
2014,106010856,"KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS","ALAMEDA","BASIC","ED_Admit",4480
2014,106010856,"KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS","ALAMEDA","BASIC","ED_Visit",44904
2013,106010858,"KAISER FOUNDATION HOSPITAL - HAYWARD/FREMONT","ALAMEDA","BASIC","ED_Admit",7085
2013,106010858,"KAISER FOUNDATION HOSPITAL - HAYWARD/FREMONT","ALAMEDA","BASIC","ED_Visit",72053
2014,106010858,"KAISER FOUNDATION HOSPITAL - HAYWARD/FREMONT","ALAMEDA","BASIC","ED_Admit",3160
2014,106010858,"KAISER FOUNDATION HOSPITAL - HAYWARD/FREMONT","ALAMEDA","BASIC","ED_Visit",34711
2013,106010937,"ALTA BATES SUMMIT MEDICAL CENTER","ALAMEDA","BASIC","ED_Admit",7901
2013,106010937,"ALTA BATES SUMMIT MEDICAL CENTER","ALAMEDA","BASIC","ED_Visit",33495
2014,106010937,"ALTA BATES SUMMIT MEDICAL CENTER","ALAMEDA","BASIC","ED_Admit",7523
2014,106010937,"ALTA BATES SUMMIT MEDICAL CENTER","ALAMEDA","BASIC","ED_Visit",36755
2015,106010937,"ALTA BATES SUMMIT MEDICAL CENTER","ALAMEDA","BASIC","ED_Admit",8528
2015,106010937,"ALTA BATES SUMMIT MEDICAL CENTER","ALAMEDA","BASIC","ED_Visit",37936
2016,106010937,"ALTA BATES SUMMIT MEDICAL CENTER","ALAMEDA","BASIC","ED_Admit",8787
2016,106010937,"ALTA BATES SUMMIT MEDICAL CENTER","ALAMEDA","BASIC","ED_Visit",38295
2017,106010937,"ALTA BATES SUMMIT MEDICAL CENTER","ALAMEDA","BASIC","ED_Admit",8696
2017,106010937,"ALTA BATES SUMMIT MEDICAL CENTER","ALAMEDA","BASIC","ED_Visit",37906
2018,106010937,"ALTA BATES SUMMIT MEDICAL CENTER","ALAMEDA","BASIC","ED_Admit",8882
2018,106010937,"ALTA BATES SUMMIT MEDICAL CENTER","ALAMEDA","BASIC","ED_Visit",36395
2013,106010967,"ST. ROSE HOSPITAL","ALAMEDA","BASIC","ED_Admit",4579
2013,106010967,"ST. ROSE HOSPITAL","ALAMEDA","BASIC","ED_Visit",30189
2014,106010967,"ST. ROSE HOSPITAL","ALAMEDA","BASIC","ED_Admit",4258
2014,106010967,"ST. ROSE HOSPITAL","ALAMEDA","BASIC","ED_Visit",32037
2015,106010967,"ST. ROSE HOSPITAL","ALAMEDA","BASIC","ED_Admit",4463
2015,106010967,"ST. ROSE HOSPITAL","ALAMEDA","BASIC","ED_Visit",33076
2016,106010967,"ST. ROSE HOSPITAL","ALAMEDA","BASIC","ED_Admit",4056
2016,106010967,"ST. ROSE HOSPITAL","ALAMEDA","BASIC","ED_Visit",31833
2017,106010967,"ST. ROSE HOSPITAL","ALAMEDA","BASIC","ED_Admit",3738
2017,106010967,"ST. ROSE HOSPITAL","ALAMEDA","BASIC","ED_Visit",30315
2018,106010967,"ST. ROSE HOSPITAL","ALAMEDA","BASIC","ED_Admit",3813
2018,106010967,"ST. ROSE HOSPITAL","ALAMEDA","BASIC","ED_Visit",29675
2013,106010987,"WASHINGTON HOSPITAL - FREMONT","ALAMEDA","BASIC","ED_Admit",7166
2013,106010987,"WASHINGTON HOSPITAL - FREMONT","ALAMEDA","BASIC","ED_Visit",42158
2014,106010987,"WASHINGTON HOSPITAL - FREMONT","ALAMEDA","BASIC","ED_Admit",7524
2014,106010987,"WASHINGTON HOSPITAL - FREMONT","ALAMEDA","BASIC","ED_Visit",42778
2015,106010987,"WASHINGTON HOSPITAL - FREMONT","ALAMEDA","BASIC","ED_Admit",7801
2015,106010987,"WASHINGTON HOSPITAL - FREMONT","ALAMEDA","BASIC","ED_Visit",43007
2016,106010987,"WASHINGTON HOSPITAL - FREMONT","ALAMEDA","BASIC","ED_Admit",7637
2016,106010987,"WASHINGTON HOSPITAL - FREMONT","ALAMEDA","BASIC","ED_Visit",42748
2017,106010987,"WASHINGTON HOSPITAL - FREMONT","ALAMEDA","BASIC","ED_Admit",9192
2017,106010987,"WASHINGTON HOSPITAL - FREMONT","ALAMEDA","BASIC","ED_Visit",42541
2018,106010987,"WASHINGTON HOSPITAL - FREMONT","ALAMEDA","BASIC","ED_Admit",8204
2018,106010987,"WASHINGTON HOSPITAL - FREMONT","ALAMEDA","BASIC","ED_Visit",41390
2013,106013619,"SAN LEANDRO HOSPITAL","ALAMEDA","BASIC","ED_Admit",2634
2013,106013619,"SAN LEANDRO HOSPITAL","ALAMEDA","BASIC","ED_Visit",23191
2014,106013619,"SAN LEANDRO HOSPITAL","ALAMEDA","BASIC","ED_Admit",2396
2014,106013619,"SAN LEANDRO HOSPITAL","ALAMEDA","BASIC","ED_Visit",27328
2015,106013619,"SAN LEANDRO HOSPITAL","ALAMEDA","BASIC","ED_Admit",2738
2015,106013619,"SAN LEANDRO HOSPITAL","ALAMEDA","BASIC","ED_Visit",31045
2016,106013619,"SAN LEANDRO HOSPITAL","ALAMEDA","BASIC","ED_Admit",2820
2016,106013619,"SAN LEANDRO HOSPITAL","ALAMEDA","BASIC","ED_Visit",31343
2017,106013619,"SAN LEANDRO HOSPITAL","ALAMEDA","BASIC","ED_Admit",2787
2017,106013619,"SAN LEANDRO HOSPITAL","ALAMEDA","BASIC","ED_Visit",30639
2018,106013619,"SAN LEANDRO HOSPITAL","ALAMEDA","BASIC","ED_Admit",2283
2018,106013619,"SAN LEANDRO HOSPITAL","ALAMEDA","BASIC","ED_Visit",27594
2013,106014050,"STANFORD HEALTH CARE - VALLEYCARE","ALAMEDA","BASIC","ED_Admit",3884
2013,106014050,"STANFORD HEALTH CARE - VALLEYCARE","ALAMEDA","BASIC","ED_Visit",24380
2014,106014050,"STANFORD HEALTH CARE - VALLEYCARE","ALAMEDA","BASIC","ED_Admit",3701
2014,106014050,"STANFORD HEALTH CARE - VALLEYCARE","ALAMEDA","BASIC","ED_Visit",25123
2015,106014050,"STANFORD HEALTH CARE - VALLEYCARE","ALAMEDA","BASIC","ED_Admit",3750
2015,106014050,"STANFORD HEALTH CARE - VALLEYCARE","ALAMEDA","BASIC","ED_Visit",26334
2016,106014050,"STANFORD HEALTH CARE - VALLEYCARE","ALAMEDA","BASIC","ED_Admit",4051
2016,106014050,"STANFORD HEALTH CARE - VALLEYCARE","ALAMEDA","BASIC","ED_Visit",27659
2017,106014050,"STANFORD HEALTH CARE - VALLEYCARE","ALAMEDA","BASIC","ED_Admit",3799
2017,106014050,"STANFORD HEALTH CARE - VALLEYCARE","ALAMEDA","BASIC","ED_Visit",28465
2018,106014050,"STANFORD HEALTH CARE - VALLEYCARE","ALAMEDA","BASIC","ED_Admit",3773
2018,106014050,"STANFORD HEALTH CARE - VALLEYCARE","ALAMEDA","BASIC","ED_Visit",29465
2014,106014132,"KAISER FOUNDATION HOSPITAL - FREMONT","ALAMEDA","BASIC","ED_Admit",1274
2014,106014132,"KAISER FOUNDATION HOSPITAL - FREMONT","ALAMEDA","BASIC","ED_Visit",15582
2015,106014132,"KAISER FOUNDATION HOSPITAL - FREMONT","ALAMEDA","BASIC","ED_Admit",2721
2015,106014132,"KAISER FOUNDATION HOSPITAL - FREMONT","ALAMEDA","BASIC","ED_Visit",34515
2016,106014132,"KAISER FOUNDATION HOSPITAL - FREMONT","ALAMEDA","BASIC","ED_Admit",2787
2016,106014132,"KAISER FOUNDATION HOSPITAL - FREMONT","ALAMEDA","BASIC","ED_Visit",34285
2017,106014132,"KAISER FOUNDATION HOSPITAL - FREMONT","ALAMEDA","BASIC","ED_Admit",2729
2017,106014132,"KAISER FOUNDATION HOSPITAL - FREMONT","ALAMEDA","BASIC","ED_Visit",35994
2018,106014132,"KAISER FOUNDATION HOSPITAL - FREMONT","ALAMEDA","BASIC","ED_Admit",3097
2018,106014132,"KAISER FOUNDATION HOSPITAL - FREMONT","ALAMEDA","BASIC","ED_Visit",36878
2013,106014233,"EDEN MEDICAL CENTER","ALAMEDA","BASIC","ED_Admit",6300
2013,106014233,"EDEN MEDICAL CENTER","ALAMEDA","BASIC","ED_Visit",32769
2014,106014233,"EDEN MEDICAL CENTER","ALAMEDA","BASIC","ED_Admit",6178
2014,106014233,"EDEN MEDICAL CENTER","ALAMEDA","BASIC","ED_Visit",36537
2015,106014233,"EDEN MEDICAL CENTER","ALAMEDA","BASIC","ED_Admit",5750
2015,106014233,"EDEN MEDICAL CENTER","ALAMEDA","BASIC","ED_Visit",38120
2016,106014233,"EDEN MEDICAL CENTER","ALAMEDA","BASIC","ED_Admit",6261
2016,106014233,"EDEN MEDICAL CENTER","ALAMEDA","BASIC","ED_Visit",39156
2017,106014233,"EDEN MEDICAL CENTER","ALAMEDA","BASIC","ED_Admit",6680
2017,106014233,"EDEN MEDICAL CENTER","ALAMEDA","BASIC","ED_Visit",37650
2018,106014233,"EDEN MEDICAL CENTER","ALAMEDA","BASIC","ED_Admit",6937
2018,106014233,"EDEN MEDICAL CENTER","ALAMEDA","BASIC","ED_Visit",37443
2014,106014326,"KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND","ALAMEDA","BASIC","ED_Admit",4630
2014,106014326,"KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND","ALAMEDA","BASIC","ED_Visit",45673
2015,106014326,"KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND","ALAMEDA","BASIC","ED_Admit",9862
2015,106014326,"KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND","ALAMEDA","BASIC","ED_Visit",105134
2016,106014326,"KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND","ALAMEDA","BASIC","ED_Admit",10597
2016,106014326,"KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND","ALAMEDA","BASIC","ED_Visit",113325
2017,106014326,"KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND","ALAMEDA","BASIC","ED_Admit",10991
2017,106014326,"KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND","ALAMEDA","BASIC","ED_Visit",116124
2018,106014326,"KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND","ALAMEDA","BASIC","ED_Admit",10693
2018,106014326,"KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND","ALAMEDA","BASIC","ED_Visit",117567
2014,106014337,"KAISER FOUNDATION HOSPITAL - SAN LEANDRO","ALAMEDA","BASIC","ED_Admit",2377
2014,106014337,"KAISER FOUNDATION HOSPITAL - SAN LEANDRO","ALAMEDA","BASIC","ED_Visit",27125
2015,106014337,"KAISER FOUNDATION HOSPITAL - SAN LEANDRO","ALAMEDA","BASIC","ED_Admit",4350
2015,106014337,"KAISER FOUNDATION HOSPITAL - SAN LEANDRO","ALAMEDA","BASIC","ED_Visit",55395
2016,106014337,"KAISER FOUNDATION HOSPITAL - SAN LEANDRO","ALAMEDA","BASIC","ED_Admit",4776
2016,106014337,"KAISER FOUNDATION HOSPITAL - SAN LEANDRO","ALAMEDA","BASIC","ED_Visit",60271
2017,106014337,"KAISER FOUNDATION HOSPITAL - SAN LEANDRO","ALAMEDA","BASIC","ED_Admit",4872
2017,106014337,"KAISER FOUNDATION HOSPITAL - SAN LEANDRO","ALAMEDA","BASIC","ED_Visit",64008
2018,106014337,"KAISER FOUNDATION HOSPITAL - SAN LEANDRO","ALAMEDA","BASIC","ED_Admit",5242
2018,106014337,"KAISER FOUNDATION HOSPITAL - SAN LEANDRO","ALAMEDA","BASIC","ED_Visit",67678
2013,106060870,"COLUSA MEDICAL CENTER","COLUSA","STANDBY","ED_Admit",536
2013,106060870,"COLUSA MEDICAL CENTER","COLUSA","STANDBY","ED_Visit",5623
2014,106060870,"COLUSA MEDICAL CENTER","COLUSA","STANDBY","ED_Admit",497
2014,106060870,"COLUSA MEDICAL CENTER","COLUSA","STANDBY","ED_Visit",6489
2015,106060870,"COLUSA MEDICAL CENTER","COLUSA","STANDBY","ED_Admit",440
2015,106060870,"COLUSA MEDICAL CENTER","COLUSA","STANDBY","ED_Visit",6907
2016,106060870,"COLUSA MEDICAL CENTER","COLUSA","STANDBY","ED_Admit",86
2016,106060870,"COLUSA MEDICAL CENTER","COLUSA","STANDBY","ED_Visit",2118
2017,106060870,"COLUSA MEDICAL CENTER","COLUSA","STANDBY","ED_Admit",34
2017,106060870,"COLUSA MEDICAL CENTER","COLUSA","STANDBY","ED_Visit",0
2018,106060870,"COLUSA MEDICAL CENTER","COLUSA","STANDBY","ED_Admit",570
2018,106060870,"COLUSA MEDICAL CENTER","COLUSA","STANDBY","ED_Visit",6308
2013,106090793,"BARTON MEMORIAL HOSPITAL","EL DORADO","BASIC","ED_Admit",1363
2013,106090793,"BARTON MEMORIAL HOSPITAL","EL DORADO","BASIC","ED_Visit",17054
2014,106090793,"BARTON MEMORIAL HOSPITAL","EL DORADO","BASIC","ED_Admit",1325
2014,106090793,"BARTON MEMORIAL HOSPITAL","EL DORADO","BASIC","ED_Visit",17094
2015,106090793,"BARTON MEMORIAL HOSPITAL","EL DORADO","BASIC","ED_Admit",1218
2015,106090793,"BARTON MEMORIAL HOSPITAL","EL DORADO","BASIC","ED_Visit",18420
2016,106090793,"BARTON MEMORIAL HOSPITAL","EL DORADO","BASIC","ED_Admit",1182
2016,106090793,"BARTON MEMORIAL HOSPITAL","EL DORADO","BASIC","ED_Visit",18808
2017,106090793,"BARTON MEMORIAL HOSPITAL","EL DORADO","BASIC","ED_Admit",1320
2017,106090793,"BARTON MEMORIAL HOSPITAL","EL DORADO","BASIC","ED_Visit",18070
2018,106090793,"BARTON MEMORIAL HOSPITAL","EL DORADO","BASIC","ED_Admit",1455
2018,106090793,"BARTON MEMORIAL HOSPITAL","EL DORADO","BASIC","ED_Visit",17630
2013,106090933,"MARSHALL MEDICAL CENTER","EL DORADO","BASIC","ED_Admit",4000
2013,106090933,"MARSHALL MEDICAL CENTER","EL DORADO","BASIC","ED_Visit",22373
2014,106090933,"MARSHALL MEDICAL CENTER","EL DORADO","BASIC","ED_Admit",3711
2014,106090933,"MARSHALL MEDICAL CENTER","EL DORADO","BASIC","ED_Visit",24232
2015,106090933,"MARSHALL MEDICAL CENTER","EL DORADO","BASIC","ED_Admit",4165
2015,106090933,"MARSHALL MEDICAL CENTER","EL DORADO","BASIC","ED_Visit",25154
2016,106090933,"MARSHALL MEDICAL CENTER","EL DORADO","BASIC","ED_Admit",4177
2016,106090933,"MARSHALL MEDICAL CENTER","EL DORADO","BASIC","ED_Visit",24417
2017,106090933,"MARSHALL MEDICAL CENTER","EL DORADO","BASIC","ED_Admit",3826
2017,106090933,"MARSHALL MEDICAL CENTER","EL DORADO","BASIC","ED_Visit",23838
2018,106090933,"MARSHALL MEDICAL CENTER","EL DORADO","BASIC","ED_Admit",3976
2018,106090933,"MARSHALL MEDICAL CENTER","EL DORADO","BASIC","ED_Visit",26744
2013,106100005,"CLOVIS COMMUNITY MEDICAL CENTER","FRESNO","BASIC","ED_Admit",5586
2013,106100005,"CLOVIS COMMUNITY MEDICAL CENTER","FRESNO","BASIC","ED_Visit",39862
2014,106100005,"CLOVIS COMMUNITY MEDICAL CENTER","FRESNO","BASIC","ED_Admit",6048
2014,106100005,"CLOVIS COMMUNITY MEDICAL CENTER","FRESNO","BASIC","ED_Visit",45366
2015,106100005,"CLOVIS COMMUNITY MEDICAL CENTER","FRESNO","BASIC","ED_Admit",6952
2015,106100005,"CLOVIS COMMUNITY MEDICAL CENTER","FRESNO","BASIC","ED_Visit",53668
2016,106100005,"CLOVIS COMMUNITY MEDICAL CENTER","FRESNO","BASIC","ED_Admit",7672
2016,106100005,"CLOVIS COMMUNITY MEDICAL CENTER","FRESNO","BASIC","ED_Visit",55074
2017,106100005,"CLOVIS COMMUNITY MEDICAL CENTER","FRESNO","BASIC","ED_Admit",7851
2017,106100005,"CLOVIS COMMUNITY MEDICAL CENTER","FRESNO","BASIC","ED_Visit",56273
2018,106100005,"CLOVIS COMMUNITY MEDICAL CENTER","FRESNO","BASIC","ED_Admit",8359
2018,106100005,"CLOVIS COMMUNITY MEDICAL CENTER","FRESNO","BASIC","ED_Visit",55666
2013,106100697,"COALINGA REGIONAL MEDICAL CENTER","FRESNO","STANDBY","ED_Admit",262
2013,106100697,"COALINGA REGIONAL MEDICAL CENTER","FRESNO","STANDBY","ED_Visit",7622
2014,106100697,"COALINGA REGIONAL MEDICAL CENTER","FRESNO","STANDBY","ED_Admit",177
2014,106100697,"COALINGA REGIONAL MEDICAL CENTER","FRESNO","STANDBY","ED_Visit",8399
2015,106100697,"COALINGA REGIONAL MEDICAL CENTER","FRESNO","STANDBY","ED_Admit",165
2015,106100697,"COALINGA REGIONAL MEDICAL CENTER","FRESNO","STANDBY","ED_Visit",8865
2016,106100697,"COALINGA REGIONAL MEDICAL CENTER","FRESNO","STANDBY","ED_Admit",124
2016,106100697,"COALINGA REGIONAL MEDICAL CENTER","FRESNO","STANDBY","ED_Visit",8975
2017,106100697,"COALINGA REGIONAL MEDICAL CENTER","FRESNO","STANDBY","ED_Admit",126
2017,106100697,"COALINGA REGIONAL MEDICAL CENTER","FRESNO","STANDBY","ED_Visit",8844
2018,106100697,"COALINGA REGIONAL MEDICAL CENTER","FRESNO","STANDBY","ED_Admit",59
2018,106100697,"COALINGA REGIONAL MEDICAL CENTER","FRESNO","STANDBY","ED_Visit",2855
2013,106100717,"COMMUNITY REGIONAL MEDICAL CENTER-FRESNO","FRESNO","COMPREHENSIVE","ED_Admit",23841
2013,106100717,"COMMUNITY REGIONAL MEDICAL CENTER-FRESNO","FRESNO","COMPREHENSIVE","ED_Visit",84018
2014,106100717,"COMMUNITY REGIONAL MEDICAL CENTER-FRESNO","FRESNO","COMPREHENSIVE","ED_Admit",24442
2014,106100717,"COMMUNITY REGIONAL MEDICAL CENTER-FRESNO","FRESNO","COMPREHENSIVE","ED_Visit",83026
2015,106100717,"COMMUNITY REGIONAL MEDICAL CENTER-FRESNO","FRESNO","COMPREHENSIVE","ED_Admit",24997
2015,106100717,"COMMUNITY REGIONAL MEDICAL CENTER-FRESNO","FRESNO","COMPREHENSIVE","ED_Visit",81749
2016,106100717,"COMMUNITY REGIONAL MEDICAL CENTER-FRESNO","FRESNO","COMPREHENSIVE","ED_Admit",24278
2016,106100717,"COMMUNITY REGIONAL MEDICAL CENTER-FRESNO","FRESNO","COMPREHENSIVE","ED_Visit",79278
2017,106100717,"COMMUNITY REGIONAL MEDICAL CENTER-FRESNO","FRESNO","COMPREHENSIVE","ED_Admit",23246
2017,106100717,"COMMUNITY REGIONAL MEDICAL CENTER-FRESNO","FRESNO","COMPREHENSIVE","ED_Visit",82260
2018,106100717,"COMMUNITY REGIONAL MEDICAL CENTER-FRESNO","FRESNO","COMPREHENSIVE","ED_Admit",22509
2018,106100717,"COMMUNITY REGIONAL MEDICAL CENTER-FRESNO","FRESNO","COMPREHENSIVE","ED_Visit",84507
2013,106100797,"ADVENTIST HEALTH REEDLEY","FRESNO","STANDBY","ED_Admit",631
2013,106100797,"ADVENTIST HEALTH REEDLEY","FRESNO","STANDBY","ED_Visit",19632
2014,106100797,"ADVENTIST HEALTH REEDLEY","FRESNO","STANDBY","ED_Admit",343
2014,106100797,"ADVENTIST HEALTH REEDLEY","FRESNO","STANDBY","ED_Visit",23493
2015,106100797,"ADVENTIST HEALTH REEDLEY","FRESNO","STANDBY","ED_Admit",566
2015,106100797,"ADVENTIST HEALTH REEDLEY","FRESNO","STANDBY","ED_Visit",28169
2016,106100797,"ADVENTIST HEALTH REEDLEY","FRESNO","STANDBY","ED_Admit",479
2016,106100797,"ADVENTIST HEALTH REEDLEY","FRESNO","STANDBY","ED_Visit",31726
2017,106100797,"ADVENTIST HEALTH REEDLEY","FRESNO","STANDBY","ED_Admit",496
2017,106100797,"ADVENTIST HEALTH REEDLEY","FRESNO","STANDBY","ED_Visit",35980
2018,106100797,"ADVENTIST HEALTH REEDLEY","FRESNO","STANDBY","ED_Admit",459
2018,106100797,"ADVENTIST HEALTH REEDLEY","FRESNO","STANDBY","ED_Visit",38072
2013,106100899,"ST. AGNES MEDICAL CENTER","FRESNO","BASIC","ED_Admit",11763
2013,106100899,"ST. AGNES MEDICAL CENTER","FRESNO","BASIC","ED_Visit",58226
2014,106100899,"ST. AGNES MEDICAL CENTER","FRESNO","BASIC","ED_Admit",10452
2014,106100899,"ST. AGNES MEDICAL CENTER","FRESNO","BASIC","ED_Visit",66196
2015,106100899,"ST. AGNES MEDICAL CENTER","FRESNO","BASIC","ED_Admit",10608
2015,106100899,"ST. AGNES MEDICAL CENTER","FRESNO","BASIC","ED_Visit",74039
2016,106100899,"ST. AGNES MEDICAL CENTER","FRESNO","BASIC","ED_Admit",11953
2016,106100899,"ST. AGNES MEDICAL CENTER","FRESNO","BASIC","ED_Visit",65898
2017,106100899,"ST. AGNES MEDICAL CENTER","FRESNO","BASIC","ED_Admit",18000
2017,106100899,"ST. AGNES MEDICAL CENTER","FRESNO","BASIC","ED_Visit",73584
2018,106100899,"ST. AGNES MEDICAL CENTER","FRESNO","BASIC","ED_Admit",19914
2018,106100899,"ST. AGNES MEDICAL CENTER","FRESNO","BASIC","ED_Visit",72116
2017,106104047,"FRESNO SURGICAL HOSPITAL","FRESNO","NOT APPLICABLE","ED_Admit",1
2017,106104047,"FRESNO SURGICAL HOSPITAL","FRESNO","NOT APPLICABLE","ED_Visit",0
2013,106104062,"KAISER FOUNDATION HOSPITAL - FRESNO","FRESNO","BASIC","ED_Admit",4330
2013,106104062,"KAISER FOUNDATION HOSPITAL - FRESNO","FRESNO","BASIC","ED_Visit",25156
